,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
1586,19487,Start a new email to George Brown,email:sendemail,email,train_nlu,email:sendemail,0.999348282814026
1587,20256,Respond to my email from Bob letting them know i'll see them tomorrow.,email:sendemail,email,valid,email:sendemail,0.4650211930274963
1588,20292,send voice email,email:sendemail,email,train_ms,email:sendemail,0.9979779124259948
1589,19205,Email my mother.,email:sendemail,email,train_ms,email:sendemail,0.8013206720352173
1590,20483,Send an email to my family wishing them a happy holiday,email:sendemail,email,test,email:sendemail,0.9998897314071656
1591,19705,Send a reply to Robert for his email received today morning.,email:sendemail,email,train_nlu,email:sendemail,0.9999602437019348
1592,23348,wonderful.,general:affirm,general,valid,nlu_fallback,0.3
1593,23226,yeap right response to the command.,general:affirm,general,train_ms,general:affirm,0.9990561604499816
1594,23031,yes you have done the command correcly.,general:affirm,general,train_ms,general:affirm,0.99101459980011
1595,23291,it is confirmed.,general:affirm,general,valid,general:affirm,0.997546911239624
1596,22972,yeap you've understood it correcly.,general:affirm,general,train_nlu,general:affirm,0.99915874004364
1597,22954,right response to command.,general:affirm,general,train_ms,general:affirm,0.9885979294776917
1598,23235,yes affirmative.,general:affirm,general,valid,general:affirm,0.9997965097427368
1599,23077,get that perfectly.,general:affirm,general,train_nlu,general:affirm,0.999649941921234
1600,22958,you've understood command perfectly.,general:affirm,general,valid,general:affirm,0.9982813000679016
1601,23252,yeap it's confirmed.,general:affirm,general,train_ms,general:affirm,0.9997625350952148
1602,23310,got it correcly.,general:affirm,general,train_nlu,general:affirm,0.9997324347496032
1603,22857,that's excellent.,general:affirm,general,train_nlu,general:affirm,0.9994494915008544
1604,23130,yeap the command was exact.,general:affirm,general,train_nlu,general:affirm,0.9997425079345704
1605,23219,yes you get your understanding perfectly.,general:affirm,general,train_ms,general:affirm,0.999800741672516
1606,23078,yes you have done your understanding correcly.,general:affirm,general,test,general:affirm,0.9973669648170472
1607,23044,you did that correcly.,general:affirm,general,train_ms,general:affirm,0.9064566493034364
1608,23233,yeap your understanding was confirmed.,general:affirm,general,test,general:affirm,0.9993733763694764
1609,22914,got it exactly.,general:affirm,general,test,general:affirm,0.9998576045036316
1610,22838,you did it exactly.,general:affirm,general,valid,general:affirm,0.9977356195449828
1611,22986,yeah you've gotten it right.,general:affirm,general,train_ms,general:affirm,0.9686244130134584
1612,23075,yeah agreed.,general:affirm,general,train_ms,general:affirm,0.6247336864471436
1613,22985,yes got your understanding exactly.,general:affirm,general,train_ms,general:affirm,0.9999123811721802
1614,23345,the answer was confirmed.,general:affirm,general,test,general:affirm,0.9770359396934508
1615,22992,yes you got that exactly.,general:affirm,general,valid,general:affirm,0.9998355507850648
1616,22828,yeah you have gotten command perfectly.,general:affirm,general,test,general:affirm,0.996995449066162
1617,23068,wonderful response to command.,general:affirm,general,train_ms,general:affirm,0.9651345014572144
1618,22843,yeap you get your understanding exactly.,general:affirm,general,train_nlu,general:affirm,0.9998613595962524
1619,22950,yes it's confirmed.,general:affirm,general,test,general:affirm,0.9997124671936036
1620,23157,yeah good response to command.,general:affirm,general,test,general:affirm,0.9953516125679016
1621,22835,that's correct.,general:affirm,general,test,nlu_fallback,0.3
1622,22934,yeap fantastic response to command.,general:affirm,general,train_ms,general:affirm,0.9992619156837464
1623,22844,yes wonderful response.,general:affirm,general,valid,general:affirm,0.9983851313591005
1624,22876,yeah you've got my instructions perfectly.,general:affirm,general,valid,general:affirm,0.9974188208580016
1625,22930,yes you've understood my instructions perfectly.,general:affirm,general,valid,general:affirm,0.9968850016593932
1626,22836,yes you've understood my instructions right.,general:affirm,general,test,general:affirm,0.9865320324897766
1627,22982,you've got your understanding correcly.,general:affirm,general,valid,general:affirm,0.9976862668991088
1628,23003,yeah you did answer perfectly.,general:affirm,general,test,general:affirm,0.9990338087081908
1629,23100,you get it perfectly.,general:affirm,general,train_nlu,general:affirm,0.9995660781860352
1630,23254,got the answer exactly.,general:affirm,general,test,general:affirm,0.9997879266738892
1631,23355,yeah exact response to command.,general:affirm,general,train_nlu,general:affirm,0.999215006828308
1632,23342,yeah fantastic.,general:affirm,general,test,general:affirm,0.9866254329681396
1633,23265,yeah it's great.,general:affirm,general,train_ms,general:affirm,0.9834245443344116
1634,23358,you have understood it perfectly.,general:affirm,general,train_ms,general:affirm,0.9990633726119996
1635,22869,perfectly.,general:affirm,general,train_nlu,general:affirm,0.9998148083686828
1636,23021,yes you got answer correcly.,general:affirm,general,train_nlu,general:affirm,0.9994500875473022
1637,23043,yeap perfect response.,general:affirm,general,test,general:affirm,0.9998189210891724
1638,23059,yeah that's correct.,general:affirm,general,valid,nlu_fallback,0.3
1639,23066,strongly agree.,general:affirm,general,train_nlu,general:affirm,0.9995339512825012
1640,23104,fantastic.,general:affirm,general,train_ms,general:affirm,0.9455262422561646
1641,23169,yes you've got my instructions perfectly.,general:affirm,general,valid,general:affirm,0.9987872838974
1642,23337,you have got it right.,general:affirm,general,train_ms,general:affirm,0.9941107034683228
1643,23370,yeap amazing response to command.,general:affirm,general,valid,general:affirm,0.999517858028412
1644,23152,that's fantastic.,general:affirm,general,test,general:affirm,0.717914879322052
1645,23039,yeap you have got my instructions perfectly.,general:affirm,general,train_nlu,general:affirm,0.9987228512763976
1646,23374,yeah strongly agreed.,general:affirm,general,train_ms,general:affirm,0.9994983673095704
1647,22897,you have done your understanding exactly.,general:affirm,general,test,general:affirm,0.9970945119857788
1648,23195,yeah excellent.,general:affirm,general,test,general:affirm,0.9995328187942504
1649,22908,you did command perfectly.,general:affirm,general,train_nlu,general:affirm,0.9986441135406494
1650,23110,yes great response to command.,general:affirm,general,train_ms,general:affirm,0.9993335008621216
1651,23084,yeah get that correcly.,general:affirm,general,test,general:affirm,0.9973486065864564
1652,22855,yeah amazing response.,general:affirm,general,valid,general:affirm,0.998473048210144
1653,23020,great response.,general:affirm,general,train_nlu,general:affirm,0.99776428937912
1654,23103,you have gotten command perfectly.,general:affirm,general,train_ms,general:affirm,0.9921422004699708
1655,23334,correct.,general:affirm,general,valid,general:negate,0.8372092247009277
1656,23369,yes that's great.,general:affirm,general,train_nlu,general:affirm,0.9979135990142822
1657,23014,yeah amazing response to the command.,general:affirm,general,test,general:affirm,0.995705246925354
1658,22875,yes that's excellent.,general:affirm,general,train_nlu,general:affirm,0.9998996257781982
1659,22898,you did the command perfectly.,general:affirm,general,train_nlu,general:affirm,0.998186469078064
1660,23274,yes correcly.,general:affirm,general,valid,general:affirm,0.9997796416282654
1661,23304,yeah you have got your understanding perfectly.,general:affirm,general,train_ms,general:affirm,0.9997049570083618
1662,23170,yes exact.,general:affirm,general,train_ms,general:affirm,0.9997457265853882
1663,22980,yeap you got your understanding right.,general:affirm,general,train_nlu,general:affirm,0.9995499849319458
1664,23237,yes that's confirmed.,general:affirm,general,train_nlu,general:affirm,0.9995055198669434
1665,22829,you have got the answer exactly.,general:affirm,general,train_nlu,general:affirm,0.9984874725341796
1666,22903,yes exactly.,general:affirm,general,valid,general:affirm,0.9998561143875122
1667,23327,affirmative.,general:affirm,general,train_nlu,general:affirm,0.9991493821144104
1668,23339,yeah good response.,general:affirm,general,train_nlu,general:affirm,0.9989871382713318
1669,22942,yes fantastic response to the command.,general:affirm,general,valid,general:affirm,0.998574674129486
1670,22994,you have got it exactly.,general:affirm,general,train_nlu,general:affirm,0.99945867061615
1671,23163,yeap answer was confirmed.,general:affirm,general,train_ms,general:affirm,0.998422920703888
1672,23056,yeah you understood my instructions exactly.,general:affirm,general,train_ms,general:affirm,0.979479730129242
1673,22997,correct response to the command.,general:affirm,general,train_ms,general:negate,0.5389331579208374
1674,23360,it's right.,general:affirm,general,train_nlu,general:affirm,0.9257354140281676
1675,23112,yeap answer was good.,general:affirm,general,test,general:affirm,0.99768328666687
1676,23035,yes exact response.,general:affirm,general,test,general:affirm,0.9998703002929688
1677,23007,yeap good.,general:affirm,general,train_ms,general:affirm,0.9859220385551452
1678,23249,exact response to command.,general:affirm,general,train_ms,general:affirm,0.9986563920974731
1679,23179,the command is confirmed.,general:affirm,general,train_nlu,general:affirm,0.99846351146698
1680,22851,yes great response to the command.,general:affirm,general,valid,general:affirm,0.9992399215698242
1681,23344,yes good response.,general:affirm,general,test,general:affirm,0.999732494354248
1682,23069,yeah you have understood my instructions perfectly.,general:affirm,general,train_ms,general:affirm,0.9773006439208984
1683,23101,yes answer was amazing.,general:affirm,general,train_ms,general:confirm,0.6330269575119019
1684,22989,yes you have done answer exactly.,general:affirm,general,valid,general:affirm,0.9992761015892028
1685,23144,yes it's perfect.,general:affirm,general,test,general:affirm,0.999580979347229
1686,22833,yeap you've understood my instructions perfectly.,general:affirm,general,test,general:affirm,0.9979370832443236
1687,22827,yeah that's amazing.,general:affirm,general,valid,nlu_fallback,0.3
1688,22902,yes fantastic.,general:affirm,general,train_nlu,general:affirm,0.996427059173584
1689,23202,yeap that's right.,general:affirm,general,test,general:affirm,0.997746765613556
1690,23354,yeap fantastic response.,general:affirm,general,train_nlu,general:affirm,0.9996222257614136
1691,23127,it's wonderful.,general:affirm,general,test,general:quirky,0.6333815455436707
1692,23561,"that is all, just cancel it.",general:commandstop,general,valid,general:commandstop,0.9925430417060852
1693,23526,olly will you please shut down.,general:commandstop,general,valid,general:commandstop,0.9996450543403624
1694,23687,olly i like you cancel.,general:commandstop,general,train_nlu,general:commandstop,0.9987308382987976
1695,23583,please just stop.,general:commandstop,general,train_nlu,general:commandstop,0.9989011287689208
1696,23418,i like you stop.,general:commandstop,general,train_nlu,general:commandstop,0.999745786190033
1697,23574,olly please shut off.,general:commandstop,general,valid,general:commandstop,0.9983961582183838
1698,23388,olly please would you stop.,general:commandstop,general,train_nlu,general:commandstop,0.9996218681335448
1699,23549,will you shut down.,general:commandstop,general,train_nlu,general:commandstop,0.9995036125183104
1700,23537,shut off.,general:commandstop,general,train_nlu,general:commandstop,0.9841201901435852
1701,23476,olly will you shut off.,general:commandstop,general,train_nlu,general:commandstop,0.9993374943733216
1702,23438,i would like you cancel.,general:commandstop,general,valid,general:commandstop,0.9956384897232056
1703,23607,cancel.,general:commandstop,general,train_ms,calendar:remove,0.9982101917266846
1704,23431,just cancel please.,general:commandstop,general,train_ms,general:commandstop,0.9543530344963074
1705,23541,please can you cancel it.,general:commandstop,general,train_ms,general:commandstop,0.7902093529701233
1706,23568,could you stop please.,general:commandstop,general,train_nlu,general:commandstop,0.9974433183670044
1707,23479,shut off please.,general:commandstop,general,train_ms,general:commandstop,0.9900265336036682
1708,23592,i would like you just stop it.,general:commandstop,general,test,general:commandstop,0.9990310072898864
1709,23406,olly could you please shut down.,general:commandstop,general,test,general:commandstop,0.9994215965270996
1710,23465,olly would you shut up.,general:commandstop,general,train_nlu,general:commandstop,0.9979972839355468
1711,23652,"that is all, stop it.",general:commandstop,general,train_ms,general:commandstop,0.9745413064956664
1712,23517,olly i'd like you stop.,general:commandstop,general,train_nlu,general:commandstop,0.9997961521148682
1713,23597,can you stop please.,general:commandstop,general,train_ms,general:commandstop,0.9973050355911256
1714,23472,olly i like you cancel it.,general:commandstop,general,train_nlu,general:commandstop,0.998972475528717
1715,23589,"olly that is enough, cancel.",general:commandstop,general,test,general:commandstop,0.9977604150772096
1716,23655,"that is all, cancel.",general:commandstop,general,train_ms,general:commandstop,0.8410845994949341
1717,23530,"that's all, stop.",general:commandstop,general,test,general:commandstop,0.992711901664734
1718,23696,shut up.,general:commandstop,general,valid,general:commandstop,0.7779181003570557
1719,23614,could you just cancel please.,general:commandstop,general,train_ms,general:commandstop,0.9834431409835817
1720,23598,could you shut down please.,general:commandstop,general,train_ms,general:commandstop,0.9987569451332092
1721,23654,olly that would be all.,general:commandstop,general,test,general:commandstop,0.9931782484054564
1722,23385,i like you just stop.,general:commandstop,general,valid,general:commandstop,0.9998121857643129
1723,23496,will you stop please.,general:commandstop,general,test,general:commandstop,0.999233603477478
1724,23393,please can you cancel.,general:commandstop,general,test,general:commandstop,0.6984541416168213
1725,23546,"that is all, just stop.",general:commandstop,general,train_nlu,general:commandstop,0.9993213415145874
1726,23389,i will talk to you later.,general:commandstop,general,test,general:commandstop,0.9966015815734864
1727,23416,olly just stop please.,general:commandstop,general,valid,general:commandstop,0.9997758865356444
1728,23616,would you cancel it please.,general:commandstop,general,train_nlu,general:commandstop,0.9927050471305848
1729,23477,"that's enough, stop it.",general:commandstop,general,train_ms,general:commandstop,0.9987271428108216
1730,23585,shut down please.,general:commandstop,general,train_ms,general:commandstop,0.9945767521858216
1731,23677,will you cancel.,general:commandstop,general,train_nlu,general:commandstop,0.9679203033447266
1732,23485,could you just stop it please.,general:commandstop,general,train_ms,general:commandstop,0.9985496997833252
1733,23665,please would you just cancel it.,general:commandstop,general,train_ms,general:commandstop,0.9979428052902222
1734,23394,please would you cancel.,general:commandstop,general,valid,general:commandstop,0.9886005520820618
1735,23448,olly can you shut up.,general:commandstop,general,train_ms,general:commandstop,0.9969105124473572
1736,23398,"olly that is all, cancel.",general:commandstop,general,train_nlu,general:commandstop,0.988814413547516
1737,23490,will you please shut down.,general:commandstop,general,valid,general:commandstop,0.9994988441467284
1738,23415,olly talk to you later.,general:commandstop,general,train_nlu,general:commandstop,0.9866843223571776
1739,23507,olly that is enough.,general:commandstop,general,train_nlu,general:commandstop,0.996275007724762
1740,23556,olly shut up.,general:commandstop,general,train_ms,general:commandstop,0.9839828610420228
1741,23630,olly cancel.,general:commandstop,general,valid,nlu_fallback,0.3
1742,23377,olly would you please shut down.,general:commandstop,general,valid,general:commandstop,0.999585747718811
1743,23402,olly will you shut down.,general:commandstop,general,valid,general:commandstop,0.9996546506881714
1744,23681,olly will you cancel please.,general:commandstop,general,train_ms,general:commandstop,0.9984385371208192
1745,23667,"olly that is all, just stop it.",general:commandstop,general,train_ms,general:commandstop,0.9991703033447266
1746,23427,"that's all, just cancel it.",general:commandstop,general,test,general:commandstop,0.9915714263916016
1747,23623,just stop please.,general:commandstop,general,train_nlu,general:commandstop,0.99913889169693
1748,23625,olly i would like you stop.,general:commandstop,general,valid,general:commandstop,0.9994603991508484
1749,23509,i would like you cancel it.,general:commandstop,general,test,general:commandstop,0.9977193474769592
1750,23521,please will you just cancel.,general:commandstop,general,train_ms,general:commandstop,0.9970802068710328
1751,23639,olly please can you shut up.,general:commandstop,general,valid,general:commandstop,0.9977614283561708
1752,23682,will you cancel it please.,general:commandstop,general,train_ms,general:commandstop,0.9879778623580932
1753,23576,talk to you later on.,general:commandstop,general,train_ms,general:commandstop,0.9886032342910768
1754,23551,olly i would talk to you later.,general:commandstop,general,train_ms,general:commandstop,0.9985051155090332
1755,23386,"olly that's enough, stop.",general:commandstop,general,test,general:commandstop,0.9995535016059875
1756,23573,olly i want you stop.,general:commandstop,general,test,general:commandstop,0.9995046854019164
1757,23500,please will you shut off.,general:commandstop,general,train_nlu,general:commandstop,0.998285710811615
1758,23564,olly can you stop it.,general:commandstop,general,valid,general:commandstop,0.9971343278884888
1759,23653,olly would you shut off.,general:commandstop,general,train_nlu,general:commandstop,0.9994372725486756
1760,23399,olly i would like you just stop it.,general:commandstop,general,train_ms,general:commandstop,0.9988259077072144
1761,23636,olly please would you shut up.,general:commandstop,general,test,general:commandstop,0.9973324537277222
1762,23690,"olly that is enough, just cancel.",general:commandstop,general,valid,general:commandstop,0.9990976452827454
1763,23456,olly please could you just cancel.,general:commandstop,general,train_nlu,general:commandstop,0.9963735342025756
1764,23602,please just cancel.,general:commandstop,general,valid,general:commandstop,0.927324652671814
1765,23510,"that's all, stop it.",general:commandstop,general,test,general:commandstop,0.9828471541404724
1766,23487,olly would you please shut off.,general:commandstop,general,train_nlu,general:commandstop,0.9990571737289428
1767,23457,would you shut off please.,general:commandstop,general,train_nlu,general:commandstop,0.9985780119895936
1768,23516,"that is enough, stop it.",general:commandstop,general,train_ms,general:commandstop,0.9988608956336976
1769,23567,please would you cancel it.,general:commandstop,general,valid,general:commandstop,0.9924103617668152
1770,23467,can you shut up please.,general:commandstop,general,valid,general:commandstop,0.9916964769363404
1771,23436,olly please shut down.,general:commandstop,general,train_ms,general:commandstop,0.9992220401763916
1772,23596,that would be all.,general:commandstop,general,valid,general:commandstop,0.981592297554016
1773,23468,please can you shut down.,general:commandstop,general,valid,general:commandstop,0.9990665912628174
1774,23637,would you shut off.,general:commandstop,general,test,general:commandstop,0.99907785654068
1775,23588,i would like you just cancel.,general:commandstop,general,train_nlu,general:commandstop,0.9967437982559204
1776,23414,would you shut down please.,general:commandstop,general,train_ms,general:commandstop,0.999466061592102
1777,23397,olly i will talk to you later.,general:commandstop,general,train_nlu,general:commandstop,0.9986912608146667
1778,23486,olly can you please shut down.,general:commandstop,general,train_nlu,general:commandstop,0.9995238184928894
1779,23411,olly i'd like you just cancel it.,general:commandstop,general,valid,general:commandstop,0.9989054203033448
1780,23458,"olly that is all, just cancel it.",general:commandstop,general,train_ms,general:commandstop,0.9984698295593262
1781,23433,olly will you stop it.,general:commandstop,general,train_nlu,general:commandstop,0.9993146061897278
1782,23443,olly shut off.,general:commandstop,general,valid,general:commandstop,0.9977462887763976
1783,23631,please will you cancel.,general:commandstop,general,train_ms,general:commandstop,0.9873224496841432
1784,23689,i'd like you just cancel.,general:commandstop,general,valid,general:commandstop,0.9970698356628418
1785,23695,"olly that's all, stop.",general:commandstop,general,test,general:commandstop,0.9990515112876892
1786,23543,please can you stop.,general:commandstop,general,train_nlu,general:commandstop,0.9948131442070008
1787,23428,olly could you shut up.,general:commandstop,general,train_ms,general:commandstop,0.9973207712173462
1788,23674,please shut up.,general:commandstop,general,train_ms,general:commandstop,0.9782066345214844
1789,23605,"that is enough, just cancel it.",general:commandstop,general,train_nlu,general:commandstop,0.9981729388237
1790,23618,shut up please.,general:commandstop,general,test,general:commandstop,0.9475928544998168
1791,23657,olly talk to you later on.,general:commandstop,general,test,general:commandstop,0.9975014925003052
1792,24208,will you check last thing said please.,general:confirm,general,test,general:confirm,0.9996452331542968
1793,23700,could you check the details.,general:confirm,general,train_ms,general:confirm,0.9982605576515198
1794,23960,check and confirm the instruction.,general:confirm,general,valid,general:confirm,0.999918520450592
1795,23813,confirm my last command.,general:confirm,general,test,general:confirm,0.9943262338638306
1796,24206,can you check last thing i said please.,general:confirm,general,test,general:confirm,0.999845802783966
1797,23943,would you please check and confirm what i just said.,general:confirm,general,test,general:confirm,0.9998456835746764
1798,23857,i'd like you to confirm my last instruction please.,general:confirm,general,train_ms,general:confirm,0.9995158910751344
1799,24000,did you get command correctly?,general:confirm,general,train_ms,general:confirm,0.9650771021842957
1800,24134,check what just said please.,general:confirm,general,test,general:confirm,0.9998774528503418
1801,24125,could you please check my last instruction.,general:confirm,general,train_ms,general:confirm,0.9995665550231934
1802,23956,please confirm my last instruction.,general:confirm,general,test,general:confirm,0.9997743368148804
1803,23909,will you check details please.,general:confirm,general,train_nlu,general:confirm,0.9997141361236572
1804,23748,i want you to check it please.,general:confirm,general,test,general:confirm,0.999633014202118
1805,23916,would you confirm command please.,general:confirm,general,test,general:confirm,0.9829351902008056
1806,24155,would you check and confirm my last instruction please.,general:confirm,general,valid,general:confirm,0.9999178051948548
1807,23880,can you check and confirm last thing said please.,general:confirm,general,valid,general:confirm,0.9998642802238464
1808,23714,could you check and confirm the detail please.,general:confirm,general,valid,general:confirm,0.9999171495437622
1809,24245,could you check and confirm what said.,general:confirm,general,valid,general:confirm,0.9995938539505004
1810,24108,please would you check and confirm it.,general:confirm,general,train_nlu,general:confirm,0.9998700618743896
1811,24117,please check and confirm the last thing i said.,general:confirm,general,test,general:confirm,0.9998503923416138
1812,23805,please would you confirm my last question.,general:confirm,general,test,general:confirm,0.9997349381446838
1813,23958,will you please check what just said.,general:confirm,general,valid,general:confirm,0.9995079636573792
1814,24129,could you check and confirm last thing i said.,general:confirm,general,train_ms,general:confirm,0.9997682571411132
1815,23767,could you check it.,general:confirm,general,test,general:confirm,0.9995496273040771
1816,23779,i want you check what i last said please.,general:confirm,general,valid,general:confirm,0.9993435740470886
1817,23872,i like you to check it please.,general:confirm,general,train_nlu,general:confirm,0.999850571155548
1818,23858,i'd like you to confirm what just said please.,general:confirm,general,test,general:confirm,0.9969828128814696
1819,24156,can you please confirm my last question.,general:confirm,general,train_nlu,general:confirm,0.9998452067375184
1820,23950,can you confirm the details please.,general:confirm,general,train_nlu,general:confirm,0.9998857378959656
1821,23710,check and confirm the instruction please.,general:confirm,general,test,general:confirm,0.9999266266822816
1822,23735,please confirm last thing i said.,general:confirm,general,train_ms,general:confirm,0.9988901615142822
1823,23993,i'd like you to check last thing i said please.,general:confirm,general,valid,general:confirm,0.9996536374092102
1824,24126,i like you check the detail please.,general:confirm,general,valid,general:confirm,0.9992659687995912
1825,24089,could you confirm the question please.,general:confirm,general,train_nlu,general:confirm,0.9995447993278505
1826,24202,could you please check and confirm what i said.,general:confirm,general,test,general:confirm,0.99974924325943
1827,23770,i like you to confirm detail please.,general:confirm,general,train_ms,general:confirm,0.9991585612297058
1828,23788,i like you to confirm the details please.,general:confirm,general,valid,general:confirm,0.9998196959495544
1829,23933,check and confirm what last said please.,general:confirm,general,train_nlu,general:confirm,0.999758243560791
1830,24086,will you confirm that please.,general:confirm,general,valid,general:confirm,0.9754852056503296
1831,23924,can you confirm what i last said please.,general:confirm,general,test,general:confirm,0.9984283447265624
1832,23962,could you check last thing i said please.,general:confirm,general,test,general:confirm,0.9994094967842102
1833,24005,would you check and confirm question please.,general:confirm,general,test,general:confirm,0.9999412298202516
1834,23703,please can you confirm the question.,general:confirm,general,test,general:confirm,0.9998493194580078
1835,23914,i want you to check what just said please.,general:confirm,general,test,general:confirm,0.9991180896759032
1836,23897,would you check my last question please.,general:confirm,general,valid,general:confirm,0.999688684940338
1837,23785,i want you check the last thing i said please.,general:confirm,general,valid,general:confirm,0.9995917081832886
1838,23838,can you check and confirm details.,general:confirm,general,test,general:confirm,0.999845325946808
1839,23978,would you confirm the question.,general:confirm,general,train_nlu,general:confirm,0.9997528791427612
1840,23843,check the command.,general:confirm,general,train_nlu,general:confirm,0.9996787905693054
1841,23796,i'd like you to confirm that please.,general:confirm,general,valid,general:confirm,0.9770849347114564
1842,23719,can you please check the command.,general:confirm,general,test,general:confirm,0.9995511770248412
1843,23712,please will you check and confirm it.,general:confirm,general,train_nlu,general:confirm,0.9998391270637512
1844,23919,please could you check and confirm the last thing said.,general:confirm,general,train_ms,general:confirm,0.9996089339256288
1845,24049,i'd like you check and confirm the detail please.,general:confirm,general,test,general:confirm,0.999913454055786
1846,23845,check last thing said please.,general:confirm,general,train_ms,general:confirm,0.9997977018356324
1847,23975,i like you confirm details please.,general:confirm,general,train_ms,general:confirm,0.9998369216918944
1848,23852,will you check and confirm command please.,general:confirm,general,valid,general:confirm,0.999496340751648
1849,23961,please confirm the details.,general:confirm,general,train_nlu,general:confirm,0.9998974204063416
1850,24222,can you please check detail.,general:confirm,general,train_nlu,general:confirm,0.9998029470443726
1851,23752,confirm that.,general:confirm,general,test,general:confirm,0.8216454386711121
1852,23929,please will you check and confirm that.,general:confirm,general,valid,general:confirm,0.9997111558914183
1853,23747,i want you to check and confirm what last said please.,general:confirm,general,train_ms,general:confirm,0.9996792078018188
1854,23803,i like you to confirm question please.,general:confirm,general,test,general:confirm,0.9997477531433104
1855,24102,will you please confirm detail.,general:confirm,general,test,general:confirm,0.9989193081855774
1856,24178,confirm it please.,general:confirm,general,valid,general:confirm,0.9429129958152772
1857,24079,confirm the command.,general:confirm,general,train_ms,general:confirm,0.9276499152183532
1858,23724,did you get detail correctly?,general:confirm,general,train_nlu,general:confirm,0.9975996613502502
1859,24057,check detail please.,general:confirm,general,train_ms,general:confirm,0.9999451637268066
1860,24088,can you please check the question.,general:confirm,general,train_ms,general:confirm,0.9998931288719176
1861,23979,please could you check and confirm my last instruction.,general:confirm,general,test,general:confirm,0.9999233484268188
1862,24055,i would like you to check what last said please.,general:confirm,general,valid,general:confirm,0.9994452595710754
1863,23828,can you confirm what said please.,general:confirm,general,valid,general:confirm,0.9967135190963744
1864,24114,confirm the instruction.,general:confirm,general,train_nlu,general:confirm,0.9997773170471193
1865,23725,could you please check that.,general:confirm,general,test,general:confirm,0.9975429773330688
1866,23721,i like you confirm last thing said please.,general:confirm,general,test,general:confirm,0.999160647392273
1867,24011,will you please confirm what i just said.,general:confirm,general,valid,general:confirm,0.998068869113922
1868,24038,can you please check my last command.,general:confirm,general,train_nlu,general:confirm,0.9995968341827391
1869,23938,please check and confirm the command.,general:confirm,general,test,general:confirm,0.9996912479400636
1870,23879,i would like you to check instruction please.,general:confirm,general,test,general:confirm,0.9977296590805054
1871,24106,please confirm the detail.,general:confirm,general,valid,general:confirm,0.9997453689575196
1872,24219,please will you confirm the last thing said.,general:confirm,general,train_ms,general:confirm,0.996583104133606
1873,23746,please can you check my last question.,general:confirm,general,valid,general:confirm,0.999822735786438
1874,24023,i would like you to check and confirm question please.,general:confirm,general,train_nlu,general:confirm,0.99992573261261
1875,24083,could you please confirm the details.,general:confirm,general,valid,general:confirm,0.9997299313545228
1876,23810,could you check question.,general:confirm,general,train_nlu,general:confirm,0.9998973608016968
1877,24046,i'd like you check and confirm my last command please.,general:confirm,general,train_ms,general:confirm,0.999830424785614
1878,23927,will you check what i said please.,general:confirm,general,train_nlu,general:confirm,0.999637484550476
1879,24084,i like you to check the details please.,general:confirm,general,train_ms,general:confirm,0.999193549156189
1880,23911,please check the last thing i said.,general:confirm,general,test,general:confirm,0.999759554862976
1881,23704,i'd like you to check and confirm my last command please.,general:confirm,general,test,general:confirm,0.9997942447662354
1882,23932,can you check that.,general:confirm,general,train_nlu,general:confirm,0.9997714757919312
1883,23707,did you get the question correctly?,general:confirm,general,train_nlu,general:confirm,0.9985541701316832
1884,24056,i like you confirm last thing i said please.,general:confirm,general,train_nlu,general:confirm,0.9993724822998048
1885,24137,i'd like you check and confirm that please.,general:confirm,general,valid,general:confirm,0.9997801184654236
1886,23740,would you check and confirm my last command please.,general:confirm,general,test,general:confirm,0.9998120665550232
1887,23804,can you please confirm last thing i said.,general:confirm,general,valid,general:confirm,0.9990962743759156
1888,24235,i like you to check and confirm detail please.,general:confirm,general,test,general:confirm,0.9999151825904846
1889,24013,i would like you to confirm the details please.,general:confirm,general,train_nlu,general:confirm,0.9997067451477052
1890,24022,will you please check and confirm the last thing i said.,general:confirm,general,test,general:confirm,0.9998430609703064
1891,24199,will you please check and confirm my last question.,general:confirm,general,test,general:confirm,0.9999417662620544
1892,22151,i would not really mind for anything.,general:dontcare,general,train_nlu,general:dontcare,0.9865778684616088
1893,21922,"i don't mind for anything, olly.",general:dontcare,general,train_ms,general:dontcare,0.7667915225028992
1894,22126,"any one, olly.",general:dontcare,general,test,general:repeat,0.77961665391922
1895,22096,"that doesn't matter for me, olly.",general:dontcare,general,train_ms,general:dontcare,0.9394642114639282
1896,22037,it is of no importance to me.,general:dontcare,general,train_ms,general:dontcare,0.9890881776809692
1897,22168,i don't really know.,general:dontcare,general,train_ms,general:dontcare,0.9959379434585572
1898,21845,i don't know.,general:dontcare,general,train_ms,general:dontcare,0.9867389798164368
1899,21893,"don't really mind for whatever, olly.",general:dontcare,general,valid,general:dontcare,0.9988885521888732
1900,22082,would not mind for whatever.,general:dontcare,general,train_nlu,general:dontcare,0.9971531629562378
1901,21875,"don't really bother, olly.",general:dontcare,general,test,general:dontcare,0.9984977841377258
1902,21930,i don't mind to choose any one.,general:dontcare,general,valid,general:dontcare,0.9921593070030212
1903,21995,would not mind for anything.,general:dontcare,general,valid,general:dontcare,0.8502440452575684
1904,22032,that is of no importance with me.,general:dontcare,general,train_nlu,general:dontcare,0.9924512505531312
1905,22140,whatever is okay with me.,general:dontcare,general,train_nlu,general:dontcare,0.998837947845459
